name	url	sku	priority
Арт и абстракция	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/art-i-abstraktsiya	0	3
Архитектура	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/arkxitektura	0	4
Аниме	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/anime	0	4
Города и страны	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/goroda-i-strany	0	3
Детские	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/detskie	0	4
Еда и напитки	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/eda-i-napitki	0	2
Животные и птицы	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/zhivotnye-i-ptitsy	0	3
Интерьеры	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/interery	0	1
Кино и музыка	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/kino-i-muzyka	0	2
Коллажи	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/kollazhi	0	1
Компьютерные игры	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/kompyuternye-igry	0	4
Космос	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/kosmos	0	3
Люди	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/lyudi	0	1
Натюрморты	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/natyurmorty	0	4
Природа	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/priroda	0	1
Праздники	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/prazdniki	0	2
Профессии	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/professii	0	3
Религия	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/religiya	0	1
Репродукции	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/reproduktsii	0	1
Романтика	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/romantika	0	1
Спорт	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/sport	0	4
Транспорт	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/transport	0	4
Фэнтези	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/fentezi	0	4
Цветы и растения	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/tsvety-i-rasteniya	0	1
Прочие	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva/kartiny-po-nomeram/prochie	0	2
Квиллинг	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/kvilling	0	3
Кожевенное дело	https://www.wildberries.ru/catalog/dom-i-dacha/tvorchestvo-rukodelie/kozhevennoe-delo	0	4
Макраме	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/makrame	0	1
Мозаика	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/mozayka	0	1
Мыловарение	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/mylovarenie	0	1
Наборы для творчества	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/nabory-dlya-tvorchestva	0	2
Оригами	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/origami	0	2
Пэчворк	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/pechvork	0	1
Рисование и лепка	https://www.wildberries.ru/catalog/knigi-i-kantstovary/kantstovary/risovanie-i-lepka	0	1
Скрапбукинг	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/skrapbuking	0	4
Чехлы и органайзеры	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/chehly-i-organayzery-dlya-rukodeliya	0	1
Шитье	https://www.wildberries.ru/catalog/dom/dosug-i-tvorchestvo/tvorchestvo-i-rukodelie/shite	0	1
Швейное оборудование и аксессуары	https://www.wildberries.ru/catalog/elektronika/tehnika-dlya-doma/shveynoe-oborudovanie	0	1
Бытовая химия	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya	0	1
Средства для стирки	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/sredstva-dlya-stirki	0	1
Чистящие и моющие средства	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/chistyashchie-i-moyushchie-sredstva	0	4
Средства для мытья посуды и продуктов	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/sredstva-dlya-mytya-posudy-i-produktov	0	4
Средства для посудомоечных машин	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/sredstva-dlya-posudomoechnykx-mashin	0	4
Освежители воздуха и поглотители запаха	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/osvezhiteli-vozdukxa-i-poglotiteli-zapakxa	0	4
Средства для ухода за бытовой техникой	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/sredstva-dlya-ukxoda-za-bytovoy-tekxnikoy	0	1
Средства против насекомых и грызунов	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/sredstva-protiv-nasekomykx-i-gryzunov	0	1
Специальные чистящие средства	https://www.wildberries.ru/catalog/dom-i-dacha/bytovaya-kximiya/spetsialnye-chistyashchie-sredstva	0	3
Все для праздника	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika	0	3
Атрибутика	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika/nagradnaya-atributika	0	4
Букеты	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika/bukety	0	4
Воздушные шарики и аксессуары	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/vozdushnye-shariki-i-aksessuary	0	4
Карнавальные товары	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/karnavalnye-tovary	0	2
Наборы для праздника	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika/nabory-dlya-prazdnika	0	2
Подарочные боксы	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika/podarochnye-boksy	0	3
Открытки	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika/otkrytki	0	1
Подарочная упаковка	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika/podarochnaya-upakovka	0	3
Сервировка стола	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/servirovka-stola	0	1
Украшения и декорации	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii	0	2
Елки	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/elki	0	1
Елочные украшения	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/elochnye-ukrasheniya	0	2
Мишура и дождик	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/mishura-i-dozhdik	0	1
Гирлянды	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/girlyandy	0	3
Венки декоративные	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/venki-dekorativnye	0	1
Снег декоративный	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/sneg-dekorativnyy	0	2
Фигуры светодиодные	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/figury-svetodiodnye	0	4
Снежинки	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/snezhinki	0	2
Бумажные шары	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/bumazhnye-shary	0	2
Пиньяты	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/pinyaty	0	1
Украшения для автомобиля	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/ukrasheniya-dlya-avtomobilya	0	3
Наклейки интерактивные	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/nakleyki-interaktivnye	0	3
Мыльные пузыри	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/mylnye-puzyri	0	2
Генераторы снега и дыма	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/generatory-snega-i-dyma	0	4
Флаги и флагштоки	https://www.wildberries.ru/catalog/dosug-i-tvorchestvo/vse-dlya-prazdnika/ukrasheniya-i-dekoratsii/flagi-i-flagshtoki	0	2
Фейерверки и салюты	https://www.wildberries.ru/catalog/dlya-doma/vse-dlya-prazdnika/feyerverki-i-salyuty	0	2
Зеркала	https://www.wildberries.ru/catalog/dom/zerkala	0	3
Коврики	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/kovriki	0	1
Кронштейны	https://www.wildberries.ru/catalog/dlya-doma/mebel/kronshteiny	0	2
Освещение	https://www.wildberries.ru/catalog/dom/osveshchenie	0	4
Абажуры	https://www.wildberries.ru/catalog/dom/osveshchenie/abazhury	0	2
Бра	https://www.wildberries.ru/catalog/dom/osveshchenie/bra	0	1
Комплектующие для светильников	https://www.wildberries.ru/catalog/dom/osveshchenie/bloki-pitaniya-dlya-svetilnikov	0	2
Лампочки	https://www.wildberries.ru/catalog/dom/osveshchenie/lampochki	0	2
Лампы для бытовой техники	https://www.wildberries.ru/catalog/dom/osveshchenie/lampy-dlya-bytovoy-tekxniki	0	1
Люстры	https://www.wildberries.ru/catalog/dom/osveshchenie/lyustry	0	1
Ночники	https://www.wildberries.ru/catalog/dom/osveshchenie/nochniki	0	1
Прожекторы	https://www.wildberries.ru/catalog/dom/osveshchenie/prozhektory	0	4
Светильники	https://www.wildberries.ru/catalog/dom/osveshchenie/svetilniki	0	3
Светильники переносные	https://www.wildberries.ru/catalog/dom/osveshchenie/svetilniki-perenosnye	0	1
Светильники уличные	https://www.wildberries.ru/catalog/dom/osveshchenie/svetilniki-ulichnye	0	3
Светодиоды	https://www.wildberries.ru/catalog/dom/osveshchenie/svetodiody	0	4
Светодиодные ленты	https://www.wildberries.ru/catalog/dom/osveshchenie/svetodiodnye-lenty	0	2
Споты	https://www.wildberries.ru/catalog/dom/osveshchenie/spoty	0	2
Торшеры	https://www.wildberries.ru/catalog/dom/osveshchenie/torshery	0	2
Фитолампы для растений	https://www.wildberries.ru/catalog/dom/sad-i-dacha/gorshki-opory-i-vse-dlya-rassady/fitolampy-i-fitosvetilniki-dlya-rasteniy	0	3
Фонарики бытовые	https://www.wildberries.ru/catalog/dom/osveshchenie/fonariki-bytovye	0	1
Для курения	https://www.wildberries.ru/catalog/dom/dlya-kureniya	0	2
Отдых на природе	https://www.wildberries.ru/catalog/dom-i-dacha/otdyh-na-prirode	0	2
Мангалы и коптильни	https://www.wildberries.ru/catalog/dom-i-dacha/otdyh-na-prirode/mangaly-koptilni	0	2
Мебель и текстиль	https://www.wildberries.ru/catalog/dom-i-dacha/otdyh-na-prirode/mebel-i-tekstil	0	3
Посуда	https://www.wildberries.ru/catalog/dom-i-dacha/otdyh-na-prirode/posuda	0	2
Развлечения	https://www.wildberries.ru/catalog/dom-i-dacha/otdyh-na-prirode/razvlecheniya	0	1
Репелленты	https://www.wildberries.ru/catalog/sport/sportivniy-inventar/repellenty	0	2
Парфюмерия для дома	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/parfyumeriya	0	1
Прихожая	https://www.wildberries.ru/catalog/dom/prihozhaya	0	3
Зеркала интерьерные	https://www.wildberries.ru/catalog/dom/prihozhaya/zerkala-interernye	0	2
Коврики придверные	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/kovriki/kovriki-pridvernye	0	3
Освещение	https://www.wildberries.ru/catalog/dom/prihozhaya/osveshchenie	0	2
Мебель	https://www.wildberries.ru/catalog/dom/prihozhaya/mebel	0	3
Хранение вещей	https://www.wildberries.ru/catalog/dom-i-dacha/hranenie-veshchey	0	4
Религия, эзотерика	https://www.wildberries.ru/catalog/dlya-doma/predmety-religii	0	4
Сувенирная продукция	https://www.wildberries.ru/catalog/dom-i-dacha/predmety-interera/suvenirnaya-produktsiya	0	4
Хозяйственные товары	https://www.wildberries.ru/catalog/dlya-doma/bytovaya-himiya/bytovaya-himiya	0	2
Аксессуары для стирки	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/stirka/aksessuary	0	4
Хозяйственные товары из бумаги и пластика	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/bumaga-i-plastik	0	2
Гладильные доски и аксессуары	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/stirka/glazhka	0	3
Хозяйственные товары для кухни	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/kuhnya	0	4
Мусорные ведра	https://www.wildberries.ru/catalog/dlya-doma/bytovaya-himiya/bytovaya-himiya/musornye-vedra	0	4
Сушилки для белья	https://www.wildberries.ru/catalog/dlya-doma/bytovaya-himiya/bytovaya-himiya/sushilki-dlya-belya	0	4
Инвентарь для уборки	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/tovary-dlya-uborki	0	4
Швабры	https://www.wildberries.ru/catalog/dlya-doma/tovary-dlya-uborki/shvabry	0	3
Насадки для швабр	https://www.wildberries.ru/catalog/dlya-doma/tovary-dlya-uborki/nasadki-dlya-shvabr	0	1
Ведра хозяйственные	https://www.wildberries.ru/catalog/dlya-doma/tovary-dlya-uborki/vedra-hozyaystvennye	0	4
Щетки для мытья окон	https://www.wildberries.ru/catalog/dom/hozyaystvennye-tovary/myte-okon	0	2
Щетки для уборки	https://www.wildberries.ru/catalog/dlya-doma/tovary-dlya-uborki/shchetki-dlya-uborki	0	1
Перчатки хозяйственные	https://www.wildberries.ru/catalog/dlya-doma/bytovaya-himiya/perchatki-hozyaystvennye	0	3
Салфетки, губки, тряпки	https://www.wildberries.ru/catalog/dom/hozyaystvennye-tovary/tovary-dlya-uborki/gubki	0	2
Тазы хозяйственные	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/tovary-dlya-uborki/tazy-kxozyaystvennye	0	3
Приспособления от засоров	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/tovary-dlya-uborki/dlya-ochistki-trub	0	3
Совки	https://www.wildberries.ru/catalog/dlya-doma/tovary-dlya-uborki/sovki	0	2
Пылевыбивалки	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/tovary-dlya-uborki/pylevybivalki	0	1
Тележки уборочные	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/tovary-dlya-uborki/telezhki-uborochnye	0	1
Уход за одеждой	https://www.wildberries.ru/catalog/dlya-doma/hozyaystvennye-tovary/stirka/zashchita	0	4
Уход за техникой	https://www.wildberries.ru/catalog/dlya-doma/bytovaya-himiya/uhod-za-tehnikoy	0	4
Хранение вещей	https://www.wildberries.ru/catalog/dom/hranenie-veshchey	0	3
Вакуумные пакеты, насосы	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/vakuumnye-pakety-nasosy	0	4
Вешалки	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/veshalki	0	2
Гардеробные номерки	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/garderobnye-nomerki	0	3
Держатели для медалей	https://www.wildberries.ru/catalog/dlya-doma/hranenie-veshchey/derzhateli-dlya-medaley	0	1
Держатели для украшений	https://www.wildberries.ru/catalog/dlya-doma/hranenie-veshchey/derzhateli-dlya-ukrasheniy	0	2
Ключницы настенные	https://www.wildberries.ru/catalog/dlya-doma/hranenie-veshchey/klyuchnitsy-nastennye	0	3
Бирки для ключей	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/birki-dlya-klyuchey	0	4
Коробки, корзинки, кейсы	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/korobki-korzinki-keysy	0	1
Крючки	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/kryuchki	0	2
Магнитные держатели	https://www.wildberries.ru/catalog/dlya-doma/hranenie-veshchey/magnitnye-derzhateli	0	1
Мешки	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/meshki	0	1
Органайзеры	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/organayzery	0	2
Подставки	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/podstavki	0	4
Системы хранения	https://www.wildberries.ru/catalog/dlya-doma/hranenie-veshchey/sistemy-hraneniya	0	2
Чехлы для одежды	https://www.wildberries.ru/catalog/dlya-doma/hranenie-veshchey/chehly-dlya-hraneniya	0	4
Упаковочная пленка	https://www.wildberries.ru/catalog/dom/hranenie-veshchey/upakovochnaya-plenka	0	4
Шкатулки	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/shkatulki	0	3
Цветы, вазы и кашпо	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/tsvety-vazy-kashpo	0	1
Вазы	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/tsvety-vazy-kashpo/vazy	0	3
Горшки для цветов	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/tsvety-vazy-kashpo/gorshki-dlya-rasteniy	0	2
Искусственные растения	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/tsvety-vazy-kashpo/iskusstvennye-rasteniya	0	3
Кашпо	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/tsvety-vazy-kashpo/kashpo	0	2
Цветы стабилизированные	https://www.wildberries.ru/catalog/dlya-doma/predmety-interera/tsvety-vazy-kashpo/tsvety-stabilizirovannye	0	3
Шторы	https://www.wildberries.ru/catalog/dom/shtory	0	2
Аксессуары	https://www.wildberries.ru/catalog/dom/shtory/aksessuary	0	2
Жалюзи	https://www.wildberries.ru/catalog/dom/shtory/zhalyuzi	0	3
Карнизы	https://www.wildberries.ru/catalog/dom/shtory/karnizy	0	3
Римские и рулонные шторы	https://www.wildberries.ru/catalog/dom/shtory/rimskie-i-rulonnye-shtory	0	4
Тюли	https://www.wildberries.ru/catalog/dom/shtory/tyuli-i-gardiny	0	1
Короткие (до 200 см)	https://www.wildberries.ru/catalog/dom/shtory/tyuli-i-gardiny/korotkie-(do-200-sm)	0	2
Средние (от 200 до 250 см)	https://www.wildberries.ru/catalog/dom/shtory/tyuli-i-gardiny/srednie-(ot-200-do-250-sm)	0	4
Длинные (от 250 см)	https://www.wildberries.ru/catalog/dom/shtory/tyuli-i-gardiny/dlinnye-(ot-250-sm)	0	3
Фототюль	https://www.wildberries.ru/catalog/dom/shtory/tyuli-i-gardiny/fototyul	0	1
Фотошторы	https://www.wildberries.ru/catalog/dom/shtory/fotoshtory	0	3
Шторы и портьеры	https://www.wildberries.ru/catalog/dom/shtory/shtory-i-portery	0	4
Красота	https://www.wildberries.ru/catalog/krasota	0	2
Аксессуары	https://www.wildberries.ru/catalog/krasota/aksessuary	0	4
Для бритья и удаления волос	https://www.wildberries.ru/catalog/krasota/aksessuary/dlya-britya-i-udaleniya-volos	0	1
Для ванны и душа	https://www.wildberries.ru/catalog/krasota/aksessuary/dlya-vanny-i-dusha	0	3
Для макияжа	https://www.wildberries.ru/catalog/krasota/aksessuary/aksessuary-dlya-makiyazha	0	1
Для маникюра и педикюра	https://www.wildberries.ru/catalog/krasota/aksessuary/dlya-manikyura-i-pedikyura	0	4
Для солярия и косметических процедур	https://www.wildberries.ru/catalog/krasota/aksessuary/odnorazovaya-odezhda	0	1
Косметические принадлежности	https://www.wildberries.ru/catalog/krasota/uhod-za-kozhey/kosmeticheskie-apparaty	0	3
Материалы для наращивания ресниц	https://www.wildberries.ru/catalog/krasota/aksessuary/materialy-dlya-narashchivaniya-resnits	0	4
Материалы для тату-салонов	https://www.wildberries.ru/catalog/krasota/materialy-dlya-tatu-salonov	0	4
Органайзеры и флаконы	https://www.wildberries.ru/catalog/krasota/aksessuary/organayzery-i-chehly	0	1
Расчески и бигуди	https://www.wildberries.ru/catalog/krasota/aksessuary/rascheski-i-bigudi	0	3
Волосы	https://www.wildberries.ru/catalog/krasota/volosy	0	2
Для роста волос	https://www.wildberries.ru/catalog/krasota/volosy/dlya-rosta	0	4
Наращивание волос	https://www.wildberries.ru/catalog/krasota/volosy/narashchivanie-volos	0	4
Окрашивание волос и химическая завивка	https://www.wildberries.ru/catalog/krasota/volosy/kraski-dlya-volos	0	3
Стайлинг	https://www.wildberries.ru/catalog/krasota/volosy/stayling	0	4
Уход за волосами	https://www.wildberries.ru/catalog/krasota/volosy/uhod-za-volosami	0	3
Шампуни и кондиционеры	https://www.wildberries.ru/catalog/krasota/volosy/shampuni-i-konditsionery	0	4
Аптечная косметика	https://www.wildberries.ru/catalog/krasota/aptechnaya-kosmetika	0	4
Детская декоративная косметика	https://www.wildberries.ru/catalog/krasota/detskaya-dekorativnaya-kosmetika	0	3
Для загара	https://www.wildberries.ru/catalog/krasota/zashchita-ot-solntsa	0	2
Для мам и малышей	https://www.wildberries.ru/catalog/krasota/dlya-mam-i-malyshey	0	2
Израильская косметика	https://www.wildberries.ru/catalog/krasota/izrailskaya-kosmetika	0	3
Инструменты для парикмахеров	https://www.wildberries.ru/catalog/krasota/instrumenty-dlya-parikmaherov	0	1
Инструменты и принадлежности	https://www.wildberries.ru/catalog/krasota/instrumenty-dlya-parikmaherov/instrumenty-i-prinadlezhnosti	0	3
Косметика	https://www.wildberries.ru/catalog/krasota/instrumenty-dlya-parikmaherov/kosmetika	0	4
Машинки и фены	https://www.wildberries.ru/catalog/krasota/instrumenty-dlya-parikmaherov/parikmaherskaya-tehnika	0	4
Расчески парикмахерские	https://www.wildberries.ru/catalog/krasota/instrumenty-dlya-parikmaherov/rascheski-parikmaherskie	0	3
Корейские бренды	https://www.wildberries.ru/catalog/krasota/koreyskie-brendy	0	2
Косметические аппараты и аксессуары	https://www.wildberries.ru/catalog/elektronika/kosmeticheskie-apparaty	0	4
Макияж	https://www.wildberries.ru/catalog/krasota/makiyazh	0	2
Брови	https://www.wildberries.ru/catalog/krasota/makiyazh/glaza/makiyazh-brovey/krasota	0	4
Глаза	https://www.wildberries.ru/catalog/krasota/makiyazh/glaza	0	3
Губы	https://www.wildberries.ru/catalog/krasota/makiyazh/guby	0	1
Лицо	https://www.wildberries.ru/catalog/krasota/makiyazh/litso	0	2
Мужская линия	https://www.wildberries.ru/catalog/krasota/muzhskaya-liniya	0	1
Для волос	https://www.wildberries.ru/catalog/krasota/muzhskaya-liniya/dlya-volos	0	4
Для бороды и усов	https://www.wildberries.ru/catalog/krasota/volosy/dlya-borody-i-usov	0	2
Для бритья	https://www.wildberries.ru/catalog/krasota/uhod-za-kozhey/dlya-britya	0	3
Уход за лицом и телом	https://www.wildberries.ru/catalog/krasota/muzhskaya-liniya/uhod-za-litsom-i-telom	0	1
Наборы для ухода	https://www.wildberries.ru/catalog/krasota/nabory-dlya-ukxoda	0	3
Ногти	https://www.wildberries.ru/catalog/krasota/nogti	0	1
Аксессуары	https://www.wildberries.ru/catalog/krasota/aksessuary/dlya-manikyura-i-pedikyura	0	3
Гель-лаки	https://www.wildberries.ru/catalog/krasota/nogti/gel-laki	0	4
Дезинфекция и антисептика	https://www.wildberries.ru/catalog/krasota/nogti/dezinfektsiya-i-antiseptika	0	1
Для снятия лака	https://www.wildberries.ru/catalog/krasota/nogti/dlya-snyatiya-laka	0	2
Лаки	https://www.wildberries.ru/catalog/krasota/nogti/laki-dlya-nogtey	0	2
Наборы	https://www.wildberries.ru/catalog/krasota/nogti/nabory	0	1
Накладные ногти и декор	https://www.wildberries.ru/catalog/krasota/nogti/nakladnye-nogti-i-dekor	0	2
Уход за ногтями	https://www.wildberries.ru/catalog/krasota/nogti/uhod-za-nogtyami	0	1
Органическая косметика	https://www.wildberries.ru/catalog/krasota/organicheskaya-kosmetika	0	4
Парфюмерия	https://www.wildberries.ru/catalog/krasota/parfyumeriya	0	4
Детские ароматы	https://www.wildberries.ru/catalog/krasota/parfyumeriya/detskie-aromaty	0	3
Женские ароматы	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty	0	1
Амбровые	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty/ambrovye	0	2
Восточные	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty/vostochnye	0	2
Древесные	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty/drevesnye	0	4
Зеленые	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty/zelenye	0	2
Кожаные	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty/kozhanye	0	2
Пудровые	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty/pudrovye	0	2
Фруктовые	https://www.wildberries.ru/catalog/krasota/parfyumeriya/zhenskie-aromaty/fruktovye	0	2
